"CategoryCorrect","CategoryLeft","CategoryRight","Condition","Exemplar","acc","accuracy","age","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","confidence_rating","coordinates","correct","correct_button_get_response","correct_button_get_response_0","correct_button_get_start_click","correct_button_get_start_click_0","correct_get_response","correct_get_response_0","correct_get_start_click","correct_get_start_click_0","count_ISI","count_ISI_0","count_age","count_confidence_likert","count_data_intro","count_dom_hand","count_end","count_experiment","count_familiarizing","count_get_response","count_get_response_0","count_get_start_click","count_get_start_click_0","count_instructions_fam","count_instructions_main","count_instructions_practice","count_logger","count_main","count_native_language","count_practice","count_present_categories","count_present_categories_0","count_present_start","count_present_start_0","count_present_stimulus","count_questionnaire","count_trial_0","count_trial_1","datetime","description","disable_garbage_collection","dom_hand","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","initiation_time","initiation_time_get_response","initiation_time_get_response_0","initiation_time_get_start_click","initiation_time_get_start_click_0","keyboard_backend","live_row","live_row_familiarizing","live_row_practice","logfile","mouse_backend","native_language","opensesame_codename","opensesame_version","repeat_cycle","response","response_end","response_get_response","response_get_response_0","response_get_start_click","response_get_start_click_0","response_time","response_time_end","response_time_get_response","response_time_get_response_0","response_time_get_start_click","response_time_get_start_click_0","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","synth_backend","time_ISI","time_ISI_0","time_age","time_confidence_likert","time_data_intro","time_dom_hand","time_end","time_experiment","time_familiarizing","time_get_response","time_get_response_0","time_get_start_click","time_get_start_click_0","time_instructions_fam","time_instructions_main","time_instructions_practice","time_logger","time_main","time_native_language","time_practice","time_present_categories","time_present_categories_0","time_present_start","time_present_start_0","time_present_stimulus","time_questionnaire","time_trial_0","time_trial_1","timestamps_get_response","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","xpos_get_response","ypos_get_response"
"Vogel","Reptil","Vogel","Example","Taube","100","100","","1370","1370","white","no","legacy","legacy","legacy","0","6","relative","1","Vogel","Ziel","NA","NA","1","1","undefined","undefined","0","2","0","0","0","0","0","0","0","0","2","0","2","0","0","0","1","0","0","0","0","2","0","2","0","0","2","0","Wed 29 Jan 2020 09:49:51 AM CET","Default description","yes","NA","simplified_classification.osexp","/home/experiment/Desktop/classification","no","sans","no","24","no","black","no","6","yes","1050","640","640","170","0","0","legacy","0","2","0","/home/experiment/Desktop/classification/subject-2.csv","legacy","NA","Kafkaesque Koffka","3.2.8b1","0","Vogel","NA","Vogel","Ziel","Start","Start","1370","NA","1370","530","812","712","2","legacy","1024","2","48000","-16","experiment","2","even","legacy","NA","92784","NA","NA","NA","NA","NA","2740","86598","135327","92248","134508","91527","2740","NA","93310","142172","NA","NA","132430","132501","92247","134508","91527","135327","NA","91520","132494","[135328.0, 135338.0, 135348.0, 135358.0, 135368.0, 135378.0, 135388.0, 135398.0, 135408.0, 135418.0, 135428.0, 135438.0, 135448.0, 135458.0, 135468.0, 135478.0, 135488.0, 135498.0, 135508.0, 135518.0, 135528.0, 135538.0, 135548.0, 135558.0, 135568.0, 135578.0, 135588.0, 135598.0, 135608.0, 135618.0, 135628.0, 135638.0, 135648.0, 135658.0, 135668.0, 135678.0, 135688.0, 135698.0, 135708.0, 135718.0, 135728.0, 135738.0, 135748.0, 135758.0, 135768.0, 135778.0, 135788.0, 135798.0, 135808.0, 135818.0, 135828.0, 135838.0, 135848.0, 135858.0, 135868.0, 135878.0, 135888.0, 135898.0, 135908.0, 135918.0, 135928.0, 135938.0, 135948.0, 135958.0, 135968.0, 135978.0, 135988.0, 135998.0, 136008.0, 136018.0, 136028.0, 136038.0, 136048.0, 136058.0, 136068.0, 136078.0, 136088.0, 136098.0, 136108.0, 136118.0, 136128.0, 136138.0, 136148.0, 136158.0, 136168.0, 136178.0, 136188.0, 136198.0, 136208.0, 136218.0, 136228.0, 136238.0, 136248.0, 136258.0, 136268.0, 136278.0, 136288.0, 136298.0, 136308.0, 136318.0, 136328.0, 136338.0, 136348.0, 136358.0, 136368.0, 136378.0, 136388.0, 136398.0, 136408.0, 136418.0, 136428.0, 136438.0, 136448.0, 136458.0, 136468.0, 136478.0, 136488.0, 136498.0, 136508.0, 136518.0, 136528.0, 136538.0, 136548.0, 136558.0, 136568.0, 136578.0, 136588.0, 136598.0, 136608.0, 136618.0, 136628.0, 136638.0, 136648.0, 136658.0, 136668.0, 136678.0, 136688.0, 136698.0]","confidence_categorization","1","1370","1","yes","1680","[41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 42, 42, 43, 43, 43, 43, 43, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45, 49, 52, 56, 59, 71, 78, 88, 98, 109, 132, 146, 161, 174, 202, 214, 228, 243, 268, 281, 291, 303, 324, 333, 342, 348, 367, 376, 384, 392, 407, 411, 417, 421, 428, 431, 432, 435, 438, 439, 439, 439, 439, 439, 439, 439, 439, 440, 443, 447, 461, 469, 477, 487, 508]","[433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 433, 434, 434, 434, 434, 434, 434, 434, 433, 433, 432, 431, 428, 427, 426, 426, 425, 423, 422, 419, 413, 410, 404, 398, 379, 365, 349, 329, 307, 262, 239, 215, 192, 147, 124, 99, 74, 22, -4, -31, -55, -101, -124, -149, -171, -218, -238, -257, -274, -309, -323, -335, -346, -363, -370, -375, -381, -388, -391, -393, -394, -394, -394, -394, -394, -394, -395, -397, -399, -405, -409, -414, -419, -429]"
"Insekt","Fisch","Insekt","Example","Biene","100","100","","1245","1245","white","no","legacy","legacy","legacy","0","6","relative","1","Insekt","Ziel","NA","NA","1","1","undefined","undefined","1","2","0","1","0","0","0","0","0","1","2","1","2","0","0","0","2","0","0","0","1","2","1","2","1","0","2","1","Wed 29 Jan 2020 09:49:51 AM CET","Default description","yes","NA","simplified_classification.osexp","/home/experiment/Desktop/classification","no","sans","no","24","no","black","no","6","yes","1050","480","480","170","0","0","legacy","1","2","1","/home/experiment/Desktop/classification/subject-2.csv","legacy","NA","Kafkaesque Koffka","3.2.8b1","0","Insekt","NA","Insekt","Ziel","Start","Start","1120","NA","1120","530","2067","712","2","legacy","1024","2","48000","-16","experiment","2","even","legacy","142258","92784","NA","NA","NA","NA","NA","2740","86598","146936","92248","144861","91527","2740","NA","93310","151336","NA","NA","132430","142854","92247","144860","91527","146936","NA","91520","142847","[146936.0, 146946.0, 146956.0, 146966.0, 146976.0, 146986.0, 146996.0, 147006.0, 147016.0, 147026.0, 147036.0, 147046.0, 147056.0, 147066.0, 147076.0, 147086.0, 147096.0, 147106.0, 147116.0, 147126.0, 147136.0, 147146.0, 147156.0, 147166.0, 147176.0, 147186.0, 147196.0, 147206.0, 147216.0, 147226.0, 147236.0, 147246.0, 147256.0, 147266.0, 147276.0, 147286.0, 147296.0, 147306.0, 147316.0, 147326.0, 147336.0, 147346.0, 147356.0, 147366.0, 147376.0, 147386.0, 147396.0, 147406.0, 147416.0, 147426.0, 147436.0, 147446.0, 147456.0, 147466.0, 147476.0, 147486.0, 147496.0, 147506.0, 147516.0, 147526.0, 147536.0, 147546.0, 147556.0, 147566.0, 147576.0, 147586.0, 147596.0, 147606.0, 147616.0, 147626.0, 147636.0, 147646.0, 147656.0, 147666.0, 147676.0, 147686.0, 147696.0, 147706.0, 147716.0, 147726.0, 147736.0, 147746.0, 147756.0, 147766.0, 147776.0, 147786.0, 147796.0, 147806.0, 147816.0, 147826.0, 147836.0, 147846.0, 147856.0, 147866.0, 147876.0, 147886.0, 147896.0, 147906.0, 147916.0, 147926.0, 147936.0, 147946.0, 147956.0, 147966.0, 147976.0, 147986.0, 147996.0, 148006.0, 148016.0, 148026.0, 148036.0, 148046.0, 148056.0]","confidence_categorization","2","2490","2","yes","1680","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -2, -6, -10, -12, -22, -27, -33, -41, -57, -68, -80, -93, -127, -146, -165, -181, -201, -207, -210, -210, -205, -202, -198, -197, -198, -203, -212, -221, -242, -248, -250, -250, -224, -200, -173, -144, -84, -52, -14, 26, 113, 162, 208, 253, 331, 365, 397, 422, 461, 473, 482, 488, 495, 497, 498, 500, 502, 503, 503, 503, 503, 503, 503, 505]","[439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 439, 434, 431, 428, 425, 412, 406, 396, 384, 353, 334, 311, 288, 236, 210, 184, 159, 111, 90, 72, 55, 26, 14, -1, -15, -45, -59, -72, -86, -105, -110, -112, -113, -115, -115, -114, -109, -102, -99, -99, -99, -99, -99, -99, -100, -111, -119, -129, -136, -154, -162, -171, -180, -200, -209, -219, -230, -252, -263, -273, -295, -307, -320, -331, -356]"
"Säugetier","Säugetier","Amphibie","Example","Giraffe","100","100","","1150","1150","white","no","legacy","legacy","legacy","0","6","relative","1","Säugetier","Ziel","NA","NA","1","1","undefined","undefined","2","2","0","2","0","0","0","0","0","2","2","2","2","0","0","0","3","0","0","0","2","2","2","2","2","0","2","2","Wed 29 Jan 2020 09:49:51 AM CET","Default description","yes","NA","simplified_classification.osexp","/home/experiment/Desktop/classification","no","sans","no","24","no","black","no","6","yes","1050","210","210","170","0","0","legacy","2","2","2","/home/experiment/Desktop/classification/subject-2.csv","legacy","NA","Kafkaesque Koffka","3.2.8b1","0","Säugetier","NA","Säugetier","Ziel","Start","Start","960","NA","960","530","3282","712","2","legacy","1024","2","48000","-16","experiment","2","even","legacy","151392","92784","NA","NA","NA","NA","NA","2740","86598","157295","92248","154006","91527","2740","NA","93310","160541","NA","NA","132430","152000","92247","154005","91527","157295","NA","91520","151993","[157296.0, 157306.0, 157316.0, 157326.0, 157336.0, 157346.0, 157356.0, 157366.0, 157376.0, 157386.0, 157396.0, 157406.0, 157416.0, 157426.0, 157436.0, 157446.0, 157456.0, 157466.0, 157476.0, 157486.0, 157496.0, 157506.0, 157516.0, 157526.0, 157536.0, 157546.0, 157556.0, 157566.0, 157576.0, 157586.0, 157596.0, 157606.0, 157616.0, 157626.0, 157636.0, 157646.0, 157656.0, 157666.0, 157676.0, 157686.0, 157696.0, 157706.0, 157716.0, 157726.0, 157736.0, 157746.0, 157756.0, 157766.0, 157776.0, 157786.0, 157796.0, 157806.0, 157816.0, 157826.0, 157836.0, 157846.0, 157856.0, 157866.0, 157876.0, 157886.0, 157896.0, 157906.0, 157916.0, 157926.0, 157936.0, 157946.0, 157956.0, 157966.0, 157976.0, 157986.0, 157996.0, 158006.0, 158016.0, 158026.0, 158036.0, 158046.0, 158056.0, 158066.0, 158076.0, 158086.0, 158096.0, 158106.0, 158116.0, 158126.0, 158136.0, 158146.0, 158156.0, 158166.0, 158176.0, 158186.0, 158196.0, 158206.0, 158216.0, 158226.0, 158236.0, 158246.0, 158256.0]","confidence_categorization","3","3450","3","yes","1680","[27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 25, 23, 20, 19, 18, 18, 18, 16, 15, 0, -11, -22, -34, -57, -71, -88, -107, -157, -183, -213, -241, -296, -325, -351, -372, -407, -421, -430, -438, -452, -455, -456, -456, -456, -456, -456, -455, -453, -451, -449, -444, -443, -441, -439, -438, -436, -436, -436, -436, -435, -435, -437, -450, -460, -474, -487, -499]","[436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434, 435, 436, 437, 438, 439, 439, 439, 439, 439, 430, 422, 414, 407, 395, 385, 371, 354, 305, 276, 243, 211, 137, 98, 58, 21, -58, -90, -123, -153, -205, -229, -253, -292, -308, -323, -334, -352, -357, -360, -361, -363, -363, -363, -363, -363, -363, -363, -363, -363, -364, -367, -374, -389, -398, -407, -414, -419]"
"Säugetier","Fisch","Säugetier","Atypical","Wal","75","75","","1057.5","1057.5","white","no","legacy","legacy","legacy","0","1","relative","0","Säugetier","Ziel","NA","NA","0","1","undefined","undefined","3","2","0","3","0","0","0","0","0","3","2","3","2","0","0","0","4","0","0","0","3","2","3","2","3","0","2","3","Wed 29 Jan 2020 09:49:51 AM CET","Default description","yes","NA","simplified_classification.osexp","/home/experiment/Desktop/classification","no","sans","no","24","no","black","no","1","yes","1050","180","180","170","0","0","legacy","0","2","2","/home/experiment/Desktop/classification/subject-2.csv","legacy","NA","Kafkaesque Koffka","3.2.8b1","0","Fisch","NA","Fisch","Ziel","Start","Start","780","NA","780","530","1435","712","2","legacy","1024","2","48000","-16","experiment","2","even","legacy","160591","92784","NA","NA","NA","NA","NA","2740","86598","175584","92248","174140","91527","2740","161124","93310","179383","172060","NA","132430","172134","92247","174140","91527","175584","NA","91520","172126","[175584.0, 175594.0, 175604.0, 175614.0, 175624.0, 175634.0, 175644.0, 175654.0, 175664.0, 175674.0, 175684.0, 175694.0, 175704.0, 175714.0, 175724.0, 175734.0, 175744.0, 175754.0, 175764.0, 175774.0, 175784.0, 175794.0, 175804.0, 175814.0, 175824.0, 175834.0, 175844.0, 175854.0, 175864.0, 175874.0, 175884.0, 175894.0, 175904.0, 175914.0, 175924.0, 175934.0, 175944.0, 175954.0, 175964.0, 175974.0, 175984.0, 175994.0, 176004.0, 176014.0, 176024.0, 176034.0, 176044.0, 176054.0, 176064.0, 176074.0, 176084.0, 176094.0, 176104.0, 176114.0, 176124.0, 176134.0, 176144.0, 176154.0, 176164.0, 176174.0, 176184.0, 176194.0, 176204.0, 176214.0, 176224.0, 176234.0, 176244.0, 176254.0, 176264.0, 176274.0, 176284.0, 176294.0, 176304.0, 176314.0, 176324.0, 176334.0, 176344.0, 176354.0, 176364.0]","confidence_categorization","3","4230","4","yes","1680","[-67, -67, -67, -67, -67, -67, -67, -67, -67, -67, -67, -67, -67, -67, -67, -67, -67, -67, -67, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -68, -62, -54, -48, -38, -20, -12, -4, 2, 11, 12, 13, 13, 12, 9, 3, -6, -40, -67, -100, -136, -220, -268, -317, -366, -408, -483, -512, -536, -556, -570, -570, -568, -563, -555, -552]","[437, 437, 437, 437, 437, 437, 437, 437, 437, 437, 437, 437, 437, 437, 437, 437, 437, 437, 437, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 436, 422, 412, 405, 394, 370, 358, 348, 340, 325, 321, 318, 316, 312, 309, 303, 295, 269, 252, 231, 210, 161, 134, 109, 77, 44, -23, -55, -89, -123, -196, -228, -255, -285, -340, -368]"
"Vogel","Vogel","Säugetier","Typical","Spatz","80","80","","1030","1030","white","no","legacy","legacy","legacy","0","6","relative","1","Vogel","Ziel","NA","NA","1","1","undefined","undefined","4","2","0","4","0","0","0","0","0","4","2","4","2","0","0","0","5","0","0","0","4","2","4","2","4","0","2","4","Wed 29 Jan 2020 09:49:51 AM CET","Default description","yes","NA","simplified_classification.osexp","/home/experiment/Desktop/classification","no","sans","no","24","no","black","no","6","yes","1050","560","560","170","20","0","legacy","1","2","2","/home/experiment/Desktop/classification/subject-2.csv","legacy","NA","Kafkaesque Koffka","3.2.8b1","0","Vogel","NA","Vogel","Ziel","Start","Start","920","NA","920","530","3498","712","2","legacy","1024","2","48000","-16","experiment","2","even","legacy","179414","92784","NA","NA","NA","NA","NA","2740","86598","185511","92248","182005","91527","2740","161124","93310","191294","172060","NA","132430","179998","92247","182005","91527","185511","NA","91520","179992","[185512.0, 185522.0, 185532.0, 185542.0, 185552.0, 185562.0, 185572.0, 185582.0, 185592.0, 185602.0, 185612.0, 185622.0, 185632.0, 185642.0, 185652.0, 185662.0, 185672.0, 185682.0, 185692.0, 185702.0, 185712.0, 185722.0, 185732.0, 185742.0, 185752.0, 185762.0, 185772.0, 185782.0, 185792.0, 185802.0, 185812.0, 185822.0, 185832.0, 185842.0, 185852.0, 185862.0, 185872.0, 185882.0, 185892.0, 185902.0, 185912.0, 185922.0, 185932.0, 185942.0, 185952.0, 185962.0, 185972.0, 185982.0, 185992.0, 186002.0, 186012.0, 186022.0, 186032.0, 186042.0, 186052.0, 186062.0, 186072.0, 186082.0, 186092.0, 186102.0, 186112.0, 186122.0, 186132.0, 186142.0, 186152.0, 186162.0, 186172.0, 186182.0, 186192.0, 186202.0, 186212.0, 186222.0, 186232.0, 186242.0, 186252.0, 186262.0, 186272.0, 186282.0, 186292.0, 186302.0, 186312.0, 186322.0, 186332.0, 186342.0, 186352.0, 186362.0, 186372.0, 186382.0, 186392.0, 186402.0, 186412.0, 186422.0, 186432.0]","confidence_categorization","4","5150","5","yes","1680","[90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 89, 79, 66, 35, 17, -4, -29, -79, -108, -136, -165, -223, -250, -274, -299, -335, -353, -365, -376, -385, -398, -404, -409, -414, -426, -433, -440, -450, -472, -484, -493, -504, -521, -528, -535, -542]","[449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 443, 431, 415, 371, 345, 315, 281, 215, 181, 148, 115, 51, 22, -7, -32, -82, -104, -125, -143, -162, -191, -205, -215, -224, -241, -250, -258, -268, -287, -295, -303, -312, -328, -336, -346, -355]"
"Vogel","Reptil","Vogel","Typical","Falke","83.3333333333","83.3333333333","","970","970","white","no","legacy","legacy","legacy","0","6","relative","1","Vogel","Ziel","NA","NA","1","1","undefined","undefined","5","2","0","5","0","0","0","0","0","5","2","5","2","0","0","0","6","0","0","0","5","2","5","2","5","0","2","5","Wed 29 Jan 2020 09:49:51 AM CET","Default description","yes","NA","simplified_classification.osexp","/home/experiment/Desktop/classification","no","sans","no","24","no","black","no","6","yes","1050","500","500","170","0","0","legacy","2","2","2","/home/experiment/Desktop/classification/subject-2.csv","legacy","NA","Kafkaesque Koffka","3.2.8b1","0","Vogel","NA","Vogel","Ziel","Start","Start","670","NA","670","530","3034","712","2","legacy","1024","2","48000","-16","experiment","2","even","legacy","191338","92784","NA","NA","NA","NA","NA","2740","86598","196984","92248","193941","91527","2740","161124","93310","202378","172060","NA","132430","191934","92247","193941","91527","196984","NA","91520","191927","[196984.0, 196994.0, 197004.0, 197014.0, 197024.0, 197034.0, 197044.0, 197054.0, 197064.0, 197074.0, 197084.0, 197094.0, 197104.0, 197114.0, 197124.0, 197134.0, 197144.0, 197154.0, 197164.0, 197174.0, 197184.0, 197194.0, 197204.0, 197214.0, 197224.0, 197234.0, 197244.0, 197254.0, 197264.0, 197274.0, 197284.0, 197294.0, 197304.0, 197314.0, 197324.0, 197334.0, 197344.0, 197354.0, 197364.0, 197374.0, 197384.0, 197394.0, 197404.0, 197414.0, 197424.0, 197434.0, 197444.0, 197454.0, 197464.0, 197474.0, 197484.0, 197494.0, 197504.0, 197514.0, 197524.0, 197534.0, 197544.0, 197554.0, 197564.0, 197574.0, 197584.0, 197594.0, 197604.0, 197614.0, 197624.0, 197634.0, 197644.0, 197654.0]","confidence_categorization","5","5820","6","yes","1680","[-27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -27, -24, -18, -1, 10, 20, 36, 80, 103, 135, 175, 265, 315, 365, 418, 521, 571, 616]","[453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 453, 444, 430, 386, 361, 334, 301, 220, 172, 120, 65, -40, -89, -136, -185, -275, -318, -356]"
"Säugetier","Fisch","Säugetier","Typical","Löwe","85.7142857143","85.7142857143","","952.857142857","952.857142857","white","no","legacy","legacy","legacy","0","6","relative","1","Säugetier","Ziel","NA","NA","1","1","undefined","undefined","6","2","0","6","0","0","0","0","0","6","2","6","2","0","0","0","7","0","0","0","6","2","6","2","6","0","2","6","Wed 29 Jan 2020 09:49:51 AM CET","Default description","yes","NA","simplified_classification.osexp","/home/experiment/Desktop/classification","no","sans","no","24","no","black","no","6","yes","1050","490","490","170","0","0","legacy","3","2","2","/home/experiment/Desktop/classification/subject-2.csv","legacy","NA","Kafkaesque Koffka","3.2.8b1","0","Säugetier","NA","Säugetier","Ziel","Start","Start","850","NA","850","530","3125","712","2","legacy","1024","2","48000","-16","experiment","2","even","legacy","202438","92784","NA","NA","NA","NA","NA","2740","86598","208191","92248","205058","91527","2740","161124","93310","214668","172060","NA","132430","203051","92247","205058","91527","208190","NA","91520","203044","[208191.0, 208201.0, 208211.0, 208221.0, 208231.0, 208241.0, 208251.0, 208261.0, 208271.0, 208281.0, 208291.0, 208301.0, 208311.0, 208321.0, 208331.0, 208341.0, 208351.0, 208361.0, 208371.0, 208381.0, 208391.0, 208401.0, 208411.0, 208421.0, 208431.0, 208441.0, 208451.0, 208461.0, 208471.0, 208481.0, 208491.0, 208501.0, 208511.0, 208521.0, 208531.0, 208541.0, 208551.0, 208561.0, 208571.0, 208581.0, 208591.0, 208601.0, 208611.0, 208621.0, 208631.0, 208641.0, 208651.0, 208661.0, 208671.0, 208681.0, 208691.0, 208701.0, 208711.0, 208721.0, 208731.0, 208741.0, 208751.0, 208761.0, 208771.0, 208781.0, 208791.0, 208801.0, 208811.0, 208821.0, 208831.0, 208841.0, 208851.0, 208861.0, 208871.0, 208881.0, 208891.0, 208901.0, 208911.0, 208921.0, 208931.0, 208941.0, 208951.0, 208961.0, 208971.0, 208981.0, 208991.0, 209001.0, 209011.0, 209021.0, 209031.0, 209041.0]","confidence_categorization","6","6670","7","yes","1680","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 25, 31, 40, 62, 76, 92, 110, 154, 176, 201, 225, 275, 299, 322, 345, 381, 396, 409, 420, 439, 446, 451, 457, 466, 470, 471, 474, 476, 476, 479, 481, 484, 485, 488, 489, 497]","[406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 406, 393, 378, 357, 300, 268, 230, 189, 105, 60, 14, -25, -106, -142, -175, -207, -259, -282, -302, -321, -354, -369, -383, -395, -415, -423, -426, -430, -431, -431, -431, -428, -426, -426, -426, -426, -430]"
